Index,min,max,avg,std
Internal Density,0.0014876533858506286,0.25,0.202438736317663,0.08103734311266872
Edges inside,1.0,982.0,33.30769230769231,155.7552573662882
Average Degree,1.0,3.5774647887323945,1.3429676692925752,0.6727913427349027
FOMD,1.0,1.0,1.0,0.0
TPR,0.0,1.0,0.06484590226567172,0.1835687239498669
Expansion,0.0,0.39436619718309857,0.024598877902512417,0.07997076396133937
Cut Ratio,0.0,0.0002070163764740675,1.3069226952329796e-05,4.1722958920014965e-05
Conductance,0.0,0.13333333333333333,0.008142584210580929,0.026602551269404515
Normalized Cut,0.0,0.13483935742971886,0.009827778953545795,0.029400440131699054
Maximum-ODF,0.0,6.0,0.4358974358974359,1.3921919959485363
Average-ODF,0.0,0.39436619718309857,0.024598877902512417,0.07997076396133937
Flake-ODF,0.0,0.014084507042253521,0.00036114120621162876,0.002226223908620071
