cambridgeanalytica,deletefacebook,privacy,zuckerberg,facebook,facebookgate,fr,en,de,und,in,fi,es,ncommunities,maxcomlen,mincomlen
50,108,1,6,21,10,13,116,13,9,4,1,9,674,165,1
