cambridgeanalytica,deletefacebook,privacy,zuckerberg,facebook,facebookgate,el,fr,en,nl,pt,de,it,hu,ar,und,et,ncommunities,maxcomlen,mincomlen
25,76,2,7,17,7,1,4,83,2,2,3,1,1,1,10,1,723,109,1
