cambridgeanalytica,deletefacebook,privacy,zuckerberg,facebook,facebookgate,el,fr,en,nl,pt,de,it,hu,ar,und,in,et,ncommunities,maxcomlen,mincomlen
25,84,2,7,18,7,1,4,85,2,2,3,1,1,1,10,6,1,722,117,1
