zuckerberg,cambridgeanalytica,deletefacebook,facebook,facebookgate,el,fr,en,nl,pt,it,und,th,es,ncommunities,maxcomlen,mincomlen
8,37,79,21,2,4,1,94,4,1,3,10,1,4,705,122,1
