cambridgeanalytica,deletefacebook,privacy,zuckerberg,facebook,facebookgate,ru,fr,en,nl,pt,in,el,de,sv,hu,ar,und,th,fi,cs,zh,ro,es,ncommunities,maxcomlen,mincomlen
172,269,6,30,81,19,1,23,323,4,1,1,4,31,2,1,1,37,1,1,1,1,2,23,1185,458,1
