cambridgeanalytica,deletefacebook,privacy,zuckerberg,facebook,facebookgate,ru,fr,en,nl,pt,in,el,sv,de,it,hu,cs,hi,und,th,fi,eu,zh,ro,ar,es,ncommunities,maxcomlen,mincomlen
285,385,6,44,111,35,1,24,525,5,1,1,4,2,34,3,1,1,8,57,1,1,1,1,2,1,29,1181,703,1
