zuckerberg,cambridgeanalytica,deletefacebook,facebook,facebookgate,fr,en,de,it,hi,und,fi,es,ncommunities,maxcomlen,mincomlen
1,56,60,21,7,6,93,4,3,1,5,1,4,721,117,1
