cambridgeanalytica,deletefacebook,privacy,zuckerberg,facebook,facebookgate,ru,fr,en,nl,pt,in,el,sv,de,it,hu,cs,ar,und,th,fi,eu,zh,ro,es,ncommunities,maxcomlen,mincomlen
246,322,6,33,95,27,1,24,431,5,1,1,4,2,32,2,1,1,1,48,1,1,1,1,2,28,1183,588,1
