cambridgeanalytica,deletefacebook,privacy,zuckerberg,facebook,facebookgate,el,fr,en,nl,pt,et,de,it,hu,hi,und,in,fi,ar,es,ncommunities,maxcomlen,mincomlen
81,144,2,8,39,14,1,10,178,2,2,1,7,4,1,1,15,6,1,1,4,720,234,1
