cambridgeanalytica,deletefacebook,privacy,zuckerberg,facebook,facebookgate,fr,en,nl,de,hu,und,th,in,zh,ro,es,ncommunities,maxcomlen,mincomlen
44,85,2,5,22,4,1,99,3,10,1,10,1,1,1,1,5,1193,133,1
