cambridgeanalytica,deletefacebook,privacy,zuckerberg,facebook,facebookgate,ru,fr,en,nl,pt,de,it,hu,und,th,in,cs,zh,es,ncommunities,maxcomlen,mincomlen
34,97,2,3,20,5,1,19,85,1,1,9,1,1,11,1,1,1,1,3,1278,136,1
