zuckerberg,cambridgeanalytica,deletefacebook,facebook,facebookgate,fr,en,de,sv,und,cs,es,ncommunities,maxcomlen,mincomlen
12,74,71,24,5,10,122,1,1,10,1,2,10,147,4
